FarmApp,pg_catalog,default,,,UTF8
FarmApp,pg_catalog,C,,,UTF8
FarmApp,pg_catalog,POSIX,,,UTF8
FarmApp,pg_catalog,ucs_basic,,,UTF8
FarmApp,pg_catalog,und-x-icu,,,UTF8
FarmApp,pg_catalog,af-x-icu,,,UTF8
FarmApp,pg_catalog,af-NA-x-icu,,,UTF8
FarmApp,pg_catalog,af-ZA-x-icu,,,UTF8
FarmApp,pg_catalog,agq-x-icu,,,UTF8
FarmApp,pg_catalog,agq-CM-x-icu,,,UTF8
FarmApp,pg_catalog,ak-x-icu,,,UTF8
FarmApp,pg_catalog,ak-GH-x-icu,,,UTF8
FarmApp,pg_catalog,am-x-icu,,,UTF8
FarmApp,pg_catalog,am-ET-x-icu,,,UTF8
FarmApp,pg_catalog,ar-x-icu,,,UTF8
FarmApp,pg_catalog,ar-001-x-icu,,,UTF8
FarmApp,pg_catalog,ar-AE-x-icu,,,UTF8
FarmApp,pg_catalog,ar-BH-x-icu,,,UTF8
FarmApp,pg_catalog,ar-DJ-x-icu,,,UTF8
FarmApp,pg_catalog,ar-DZ-x-icu,,,UTF8
FarmApp,pg_catalog,ar-EG-x-icu,,,UTF8
FarmApp,pg_catalog,ar-EH-x-icu,,,UTF8
FarmApp,pg_catalog,ar-ER-x-icu,,,UTF8
FarmApp,pg_catalog,ar-IL-x-icu,,,UTF8
FarmApp,pg_catalog,ar-IQ-x-icu,,,UTF8
FarmApp,pg_catalog,ar-JO-x-icu,,,UTF8
FarmApp,pg_catalog,ar-KM-x-icu,,,UTF8
FarmApp,pg_catalog,ar-KW-x-icu,,,UTF8
FarmApp,pg_catalog,ar-LB-x-icu,,,UTF8
FarmApp,pg_catalog,ar-LY-x-icu,,,UTF8
FarmApp,pg_catalog,ar-MA-x-icu,,,UTF8
FarmApp,pg_catalog,ar-MR-x-icu,,,UTF8
FarmApp,pg_catalog,ar-OM-x-icu,,,UTF8
FarmApp,pg_catalog,ar-PS-x-icu,,,UTF8
FarmApp,pg_catalog,ar-QA-x-icu,,,UTF8
FarmApp,pg_catalog,ar-SA-x-icu,,,UTF8
FarmApp,pg_catalog,ar-SD-x-icu,,,UTF8
FarmApp,pg_catalog,ar-SO-x-icu,,,UTF8
FarmApp,pg_catalog,ar-SS-x-icu,,,UTF8
FarmApp,pg_catalog,ar-SY-x-icu,,,UTF8
FarmApp,pg_catalog,ar-TD-x-icu,,,UTF8
FarmApp,pg_catalog,ar-TN-x-icu,,,UTF8
FarmApp,pg_catalog,ar-YE-x-icu,,,UTF8
FarmApp,pg_catalog,as-x-icu,,,UTF8
FarmApp,pg_catalog,as-IN-x-icu,,,UTF8
FarmApp,pg_catalog,asa-x-icu,,,UTF8
FarmApp,pg_catalog,asa-TZ-x-icu,,,UTF8
FarmApp,pg_catalog,az-x-icu,,,UTF8
FarmApp,pg_catalog,az-Cyrl-x-icu,,,UTF8
FarmApp,pg_catalog,az-Cyrl-AZ-x-icu,,,UTF8
FarmApp,pg_catalog,az-Latn-x-icu,,,UTF8
FarmApp,pg_catalog,az-Latn-AZ-x-icu,,,UTF8
FarmApp,pg_catalog,bas-x-icu,,,UTF8
FarmApp,pg_catalog,bas-CM-x-icu,,,UTF8
FarmApp,pg_catalog,be-x-icu,,,UTF8
FarmApp,pg_catalog,be-BY-x-icu,,,UTF8
FarmApp,pg_catalog,bem-x-icu,,,UTF8
FarmApp,pg_catalog,bem-ZM-x-icu,,,UTF8
FarmApp,pg_catalog,bez-x-icu,,,UTF8
FarmApp,pg_catalog,bez-TZ-x-icu,,,UTF8
FarmApp,pg_catalog,bg-x-icu,,,UTF8
FarmApp,pg_catalog,bg-BG-x-icu,,,UTF8
FarmApp,pg_catalog,bm-x-icu,,,UTF8
FarmApp,pg_catalog,bm-ML-x-icu,,,UTF8
FarmApp,pg_catalog,bn-x-icu,,,UTF8
FarmApp,pg_catalog,bn-BD-x-icu,,,UTF8
FarmApp,pg_catalog,bn-IN-x-icu,,,UTF8
FarmApp,pg_catalog,bo-x-icu,,,UTF8
FarmApp,pg_catalog,bo-CN-x-icu,,,UTF8
FarmApp,pg_catalog,bo-IN-x-icu,,,UTF8
FarmApp,pg_catalog,br-x-icu,,,UTF8
FarmApp,pg_catalog,br-FR-x-icu,,,UTF8
FarmApp,pg_catalog,brx-x-icu,,,UTF8
FarmApp,pg_catalog,brx-IN-x-icu,,,UTF8
FarmApp,pg_catalog,bs-x-icu,,,UTF8
FarmApp,pg_catalog,bs-Cyrl-x-icu,,,UTF8
FarmApp,pg_catalog,bs-Cyrl-BA-x-icu,,,UTF8
FarmApp,pg_catalog,bs-Latn-x-icu,,,UTF8
FarmApp,pg_catalog,bs-Latn-BA-x-icu,,,UTF8
FarmApp,pg_catalog,ca-x-icu,,,UTF8
FarmApp,pg_catalog,ca-AD-x-icu,,,UTF8
FarmApp,pg_catalog,ca-ES-x-icu,,,UTF8
FarmApp,pg_catalog,ca-FR-x-icu,,,UTF8
FarmApp,pg_catalog,ca-IT-x-icu,,,UTF8
FarmApp,pg_catalog,cgg-x-icu,,,UTF8
FarmApp,pg_catalog,cgg-UG-x-icu,,,UTF8
FarmApp,pg_catalog,chr-x-icu,,,UTF8
FarmApp,pg_catalog,chr-US-x-icu,,,UTF8
FarmApp,pg_catalog,cs-x-icu,,,UTF8
FarmApp,pg_catalog,cs-CZ-x-icu,,,UTF8
FarmApp,pg_catalog,cy-x-icu,,,UTF8
FarmApp,pg_catalog,cy-GB-x-icu,,,UTF8
FarmApp,pg_catalog,da-x-icu,,,UTF8
FarmApp,pg_catalog,da-DK-x-icu,,,UTF8
FarmApp,pg_catalog,da-GL-x-icu,,,UTF8
FarmApp,pg_catalog,dav-x-icu,,,UTF8
FarmApp,pg_catalog,dav-KE-x-icu,,,UTF8
FarmApp,pg_catalog,de-x-icu,,,UTF8
FarmApp,pg_catalog,de-AT-x-icu,,,UTF8
FarmApp,pg_catalog,de-BE-x-icu,,,UTF8
FarmApp,pg_catalog,de-CH-x-icu,,,UTF8
FarmApp,pg_catalog,de-DE-x-icu,,,UTF8
FarmApp,pg_catalog,de-LI-x-icu,,,UTF8
FarmApp,pg_catalog,de-LU-x-icu,,,UTF8
FarmApp,pg_catalog,dje-x-icu,,,UTF8
FarmApp,pg_catalog,dje-NE-x-icu,,,UTF8
FarmApp,pg_catalog,dua-x-icu,,,UTF8
FarmApp,pg_catalog,dua-CM-x-icu,,,UTF8
FarmApp,pg_catalog,dyo-x-icu,,,UTF8
FarmApp,pg_catalog,dyo-SN-x-icu,,,UTF8
FarmApp,pg_catalog,dz-x-icu,,,UTF8
FarmApp,pg_catalog,dz-BT-x-icu,,,UTF8
FarmApp,pg_catalog,ebu-x-icu,,,UTF8
FarmApp,pg_catalog,ebu-KE-x-icu,,,UTF8
FarmApp,pg_catalog,ee-x-icu,,,UTF8
FarmApp,pg_catalog,ee-GH-x-icu,,,UTF8
FarmApp,pg_catalog,ee-TG-x-icu,,,UTF8
FarmApp,pg_catalog,el-x-icu,,,UTF8
FarmApp,pg_catalog,el-CY-x-icu,,,UTF8
FarmApp,pg_catalog,el-GR-x-icu,,,UTF8
FarmApp,pg_catalog,en-x-icu,,,UTF8
FarmApp,pg_catalog,en-001-x-icu,,,UTF8
FarmApp,pg_catalog,en-150-x-icu,,,UTF8
FarmApp,pg_catalog,en-AG-x-icu,,,UTF8
FarmApp,pg_catalog,en-AI-x-icu,,,UTF8
FarmApp,pg_catalog,en-AS-x-icu,,,UTF8
FarmApp,pg_catalog,en-AU-x-icu,,,UTF8
FarmApp,pg_catalog,en-BB-x-icu,,,UTF8
FarmApp,pg_catalog,en-BE-x-icu,,,UTF8
FarmApp,pg_catalog,en-BM-x-icu,,,UTF8
FarmApp,pg_catalog,en-BS-x-icu,,,UTF8
FarmApp,pg_catalog,en-BW-x-icu,,,UTF8
FarmApp,pg_catalog,en-BZ-x-icu,,,UTF8
FarmApp,pg_catalog,en-CA-x-icu,,,UTF8
FarmApp,pg_catalog,en-CC-x-icu,,,UTF8
FarmApp,pg_catalog,en-CK-x-icu,,,UTF8
FarmApp,pg_catalog,en-CM-x-icu,,,UTF8
