FarmApp,pg_catalog,pg_ts_parser,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_ts_template,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_extension,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_foreign_data_wrapper,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_foreign_table,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_policy,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_replication_origin,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_default_acl,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_init_privs,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_seclabel,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_shseclabel,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_collation,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_partitioned_table,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_range,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_transform,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_sequence,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_publication,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_publication_rel,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_subscription_rel,BASE TABLE,,,,,,YES,NO,
FarmApp,pg_catalog,pg_group,VIEW,,,,,,YES,NO,
FarmApp,pg_catalog,pg_user,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_policies,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_rules,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_views,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_matviews,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_indexes,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_sequences,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stats,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stats_ext,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_publication_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_locks,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_available_extensions,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_available_extension_versions,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_prepared_xacts,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_prepared_statements,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_seclabels,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_sys_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_timezone_abbrevs,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_timezone_names,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_user_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_all_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_xact_all_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_sys_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_xact_sys_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_user_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_xact_user_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_all_tables,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_all_indexes,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_sys_indexes,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_user_indexes,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_all_indexes,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_sys_indexes,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_user_indexes,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_all_sequences,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_sys_sequences,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_statio_user_sequences,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_activity,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_replication,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_wal_receiver,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_subscription,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_ssl,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_gssapi,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_replication_slots,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_database,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_database_conflicts,VIEW,,,,,,YES,NO,
FarmApp,pg_catalog,pg_stat_user_functions,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_xact_user_functions,VIEW,,,,,,NO,NO,
FarmApp,pg_catalog,pg_stat_archiver,VIEW,,,,,,NO,NO,
FarmApp,information_schema,information_schema_catalog_name,VIEW,,,,,,NO,NO,
FarmApp,information_schema,check_constraint_routine_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,applicable_roles,VIEW,,,,,,NO,NO,
FarmApp,information_schema,administrable_role_authorizations,VIEW,,,,,,NO,NO,
FarmApp,information_schema,collation_character_set_applicability,VIEW,,,,,,NO,NO,
FarmApp,information_schema,attributes,VIEW,,,,,,NO,NO,
FarmApp,information_schema,check_constraints,VIEW,,,,,,NO,NO,
FarmApp,information_schema,character_sets,VIEW,,,,,,NO,NO,
FarmApp,information_schema,collations,VIEW,,,,,,NO,NO,
FarmApp,information_schema,column_domain_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,column_column_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,column_privileges,VIEW,,,,,,NO,NO,
FarmApp,information_schema,column_udt_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,columns,VIEW,,,,,,NO,NO,
FarmApp,information_schema,constraint_column_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,schemata,VIEW,,,,,,NO,NO,
FarmApp,information_schema,constraint_table_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,domain_constraints,VIEW,,,,,,NO,NO,
FarmApp,information_schema,sql_packages,BASE TABLE,,,,,,YES,NO,
FarmApp,information_schema,domain_udt_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,sequences,VIEW,,,,,,NO,NO,
FarmApp,information_schema,domains,VIEW,,,,,,NO,NO,
