postgres,postgres,FarmApp,public,__EFMigrationsHistory,INSERT,YES,NO
postgres,postgres,FarmApp,public,__EFMigrationsHistory,SELECT,YES,YES
postgres,postgres,FarmApp,public,__EFMigrationsHistory,UPDATE,YES,NO
postgres,postgres,FarmApp,public,__EFMigrationsHistory,DELETE,YES,NO
postgres,postgres,FarmApp,public,__EFMigrationsHistory,TRUNCATE,YES,NO
postgres,postgres,FarmApp,public,__EFMigrationsHistory,REFERENCES,YES,NO
postgres,postgres,FarmApp,public,__EFMigrationsHistory,TRIGGER,YES,NO
postgres,postgres,FarmApp,dist,CodeAthTypes,INSERT,YES,NO
postgres,postgres,FarmApp,dist,CodeAthTypes,SELECT,YES,YES
postgres,postgres,FarmApp,dist,CodeAthTypes,UPDATE,YES,NO
postgres,postgres,FarmApp,dist,CodeAthTypes,DELETE,YES,NO
postgres,postgres,FarmApp,dist,CodeAthTypes,TRUNCATE,YES,NO
postgres,postgres,FarmApp,dist,CodeAthTypes,REFERENCES,YES,NO
postgres,postgres,FarmApp,dist,CodeAthTypes,TRIGGER,YES,NO
postgres,postgres,FarmApp,log,Logs,INSERT,YES,NO
postgres,postgres,FarmApp,log,Logs,SELECT,YES,YES
postgres,postgres,FarmApp,log,Logs,UPDATE,YES,NO
postgres,postgres,FarmApp,log,Logs,DELETE,YES,NO
postgres,postgres,FarmApp,log,Logs,TRUNCATE,YES,NO
postgres,postgres,FarmApp,log,Logs,REFERENCES,YES,NO
postgres,postgres,FarmApp,log,Logs,TRIGGER,YES,NO
postgres,postgres,FarmApp,dist,Regions,INSERT,YES,NO
postgres,postgres,FarmApp,dist,Regions,SELECT,YES,YES
postgres,postgres,FarmApp,dist,Regions,UPDATE,YES,NO
postgres,postgres,FarmApp,dist,Regions,DELETE,YES,NO
postgres,postgres,FarmApp,dist,Regions,TRUNCATE,YES,NO
postgres,postgres,FarmApp,dist,Regions,REFERENCES,YES,NO
postgres,postgres,FarmApp,dist,Regions,TRIGGER,YES,NO
postgres,postgres,FarmApp,dist,RegionTypes,INSERT,YES,NO
postgres,postgres,FarmApp,dist,RegionTypes,SELECT,YES,YES
