0,0,0,1259,1247,0,p
0,0,0,1259,1249,0,p
0,0,0,1259,1255,0,p
0,0,0,1259,1259,0,p
0,0,0,1259,2604,0,p
0,0,0,1259,2606,0,p
0,0,0,1259,2611,0,p
0,0,0,1259,2610,0,p
0,0,0,1259,2617,0,p
0,0,0,1259,2753,0,p
0,0,0,1259,2616,0,p
0,0,0,1259,2601,0,p
0,0,0,1259,2602,0,p
0,0,0,1259,2603,0,p
0,0,0,1259,2612,0,p
0,0,0,1259,2995,0,p
0,0,0,1259,2613,0,p
0,0,0,1259,2600,0,p
0,0,0,1259,3381,0,p
0,0,0,1259,3429,0,p
0,0,0,1259,2619,0,p
0,0,0,1259,2618,0,p
0,0,0,1259,2620,0,p
0,0,0,1259,3466,0,p
0,0,0,1259,2609,0,p
0,0,0,1259,2605,0,p
0,0,0,1259,3501,0,p
0,0,0,1259,2615,0,p
0,0,0,1259,2607,0,p
0,0,0,1259,2608,0,p
0,0,0,1259,1262,0,p
0,0,0,1259,2964,0,p
0,0,0,1259,1213,0,p
0,0,0,1259,1136,0,p
0,0,0,1259,1261,0,p
0,0,0,1259,1214,0,p
0,0,0,1259,2396,0,p
0,0,0,1259,3602,0,p
0,0,0,1259,3603,0,p
0,0,0,1259,3600,0,p
0,0,0,1259,3601,0,p
0,0,0,1259,3764,0,p
0,0,0,1259,3079,0,p
0,0,0,1259,2328,0,p
0,0,0,1259,1417,0,p
0,0,0,1259,1418,0,p
0,0,0,1259,3118,0,p
0,0,0,1259,3256,0,p
0,0,0,1259,6000,0,p
0,0,0,1259,826,0,p
0,0,0,1259,3394,0,p
0,0,0,1259,3596,0,p
0,0,0,1259,3592,0,p
0,0,0,1259,3456,0,p
0,0,0,1259,3350,0,p
0,0,0,1259,3541,0,p
0,0,0,1259,3576,0,p
0,0,0,1259,2224,0,p
0,0,0,1259,6104,0,p
0,0,0,1259,6106,0,p
0,0,0,1259,6100,0,p
0,0,0,1259,6102,0,p
0,0,0,1259,4159,0,p
0,0,0,1259,4160,0,p
0,0,0,1259,2830,0,p
0,0,0,1259,2831,0,p
0,0,0,1259,4161,0,p
0,0,0,1259,4162,0,p
0,0,0,1259,2832,0,p
0,0,0,1259,2833,0,p
0,0,0,1259,4143,0,p
0,0,0,1259,4144,0,p
0,0,0,1259,2834,0,p
0,0,0,1259,2835,0,p
0,0,0,1259,4145,0,p
0,0,0,1259,4146,0,p
0,0,0,1259,4147,0,p
0,0,0,1259,4148,0,p
0,0,0,1259,4149,0,p
0,0,0,1259,4150,0,p
0,0,0,1259,4151,0,p
0,0,0,1259,4152,0,p
0,0,0,1259,4153,0,p
0,0,0,1259,4154,0,p
0,0,0,1259,4155,0,p
0,0,0,1259,4156,0,p
0,0,0,1259,4157,0,p
0,0,0,1259,4158,0,p
0,0,0,1259,4163,0,p
0,0,0,1259,4164,0,p
0,0,0,1259,4165,0,p
0,0,0,1259,4166,0,p
0,0,0,1259,4167,0,p
0,0,0,1259,4168,0,p
0,0,0,1259,2836,0,p
0,0,0,1259,2837,0,p
0,0,0,1259,2838,0,p
0,0,0,1259,2839,0,p
0,0,0,1259,3598,0,p
0,0,0,1259,3599,0,p
0,0,0,1259,2840,0,p
0,0,0,1259,2841,0,p
0,0,0,1259,3439,0,p
0,0,0,1259,3440,0,p
0,0,0,1259,3430,0,p
0,0,0,1259,3431,0,p
0,0,0,1259,2336,0,p
0,0,0,1259,2337,0,p
0,0,0,1259,4169,0,p
0,0,0,1259,4170,0,p
0,0,0,1259,4171,0,p
0,0,0,1259,4172,0,p
0,0,0,1259,4173,0,p
0,0,0,1259,4174,0,p
0,0,0,1259,4175,0,p
0,0,0,1259,4176,0,p
0,0,0,1259,4177,0,p
0,0,0,1259,4178,0,p
0,0,0,1259,2966,0,p
0,0,0,1259,2967,0,p
0,0,0,1259,4179,0,p
0,0,0,1259,4180,0,p
0,0,0,1259,4181,0,p
0,0,0,1259,4182,0,p
0,0,0,1259,2846,0,p
0,0,0,1259,2847,0,p
0,0,0,1259,4060,0,p
0,0,0,1259,4061,0,p
0,0,0,1259,4183,0,p
0,0,0,1259,4184,0,p
0,0,0,1259,4185,0,p
0,0,0,1259,4186,0,p
0,0,0,1259,2650,0,p
0,0,0,1259,2651,0,p
0,0,0,1259,2652,0,p
0,0,0,1259,2653,0,p
0,0,0,1259,2654,0,p
0,0,0,1259,2756,0,p
0,0,0,1259,2655,0,p
0,0,0,1259,2757,0,p
0,0,0,1259,2656,0,p
0,0,0,1259,2657,0,p
0,0,0,1259,2658,0,p
0,0,0,1259,2659,0,p
0,0,0,1259,2676,0,p
0,0,0,1259,2677,0,p
0,0,0,1259,2694,0,p
0,0,0,1259,2695,0,p
0,0,0,1259,2660,0,p
0,0,0,1259,2661,0,p
0,0,0,1259,2662,0,p
0,0,0,1259,2663,0,p
0,0,0,1259,3455,0,p
0,0,0,1259,3164,0,p
0,0,0,1259,3085,0,p
0,0,0,1259,2664,0,p
0,0,0,1259,2665,0,p
0,0,0,1259,2666,0,p
0,0,0,1259,2667,0,p
0,0,0,1259,2579,0,p
0,0,0,1259,2668,0,p
0,0,0,1259,2669,0,p
0,0,0,1259,2670,0,p
0,0,0,1259,2671,0,p
0,0,0,1259,2672,0,p
0,0,0,1259,2673,0,p
0,0,0,1259,2674,0,p
0,0,0,1259,2675,0,p
0,0,0,1259,2397,0,p
0,0,0,1259,3502,0,p
0,0,0,1259,3503,0,p
0,0,0,1259,3534,0,p
0,0,0,1259,2678,0,p
